recur26,0.128002065,-0.052396453,-0.24359126,1.119036427,-0.638129421,0.035528627,-0.686474265,-0.317596175,-0.775308704,-0.382443654,0.354170029,0.488367918,-0.26491832,-0.867684465,0.571221051,0.138388106,-0.600110359,-1.57388106,-0.620784542,0.456600889,-0.362989944,-0.509400654,0.355347001,-0.56671607,0.783668676,0.898043491,0.480695063,-0.254613208,-0.379444809,-0.397534932,-0.305380724,0.490054858,-0.667635272,-0.207342811,0.18208915,0.603991587,-0.179735116,-0.019283442,-0.012233241,0.680469088,-0.183043436,0.79890066,0.509466211,-0.076629991,0.245618389,0.571660353,0.450292857,-0.055043945,-0.178155267,0.481611054,1.08601314,0.103236441,-0.19710438,1.352210688,0.929201389,-0.183735591,-1.013084875,0.973873523,-0.304275317,0.975784208,0.554032883,-0.041528768,-0.406905274,-0.297768553,0.497385409,-0.677355046,0.050457131,-0.44764631,-0.155460073,0.059345404
non05,-1.142951978,0.383225224,-0.428263335,0.153928261,-0.481901835,0.866565168,0.367257467,0.863332085,-0.166168599,-0.9319028,-0.778425452,-0.469752563,0.542617659,-0.547398256,-0.715631257,1.460991317,-0.280431251,0.186425656,-0.588321962,-0.693802966,0.418345161,-1.186844967,-0.851874325,-0.052131154,-0.037265109,-0.056323059,-0.498335251,0.652516381,1.216342993,-1.054311157,0.253767069,0.844456358,-0.079524422,0.624053014,0.076788483,0.524663845,-0.789555008,-0.699450487,-0.063464961,0.117819733,0.20658002,-0.627475276,0.811179352,-0.413258222,-0.268455905,-0.134644095,0.736704945,-0.507841185,-0.168118331,-0.462289694,0.512006535,-0.256850423,-0.743967409,-0.554611895,0.237456165,-0.058347649,-1.025057273,-0.054994731,-0.87616628,1.778752706,-0.518304743,-0.171306185,-0.46466439,-0.693287653,0.341177125,0.085424387,-0.646862313,-0.654780559,-0.831624681,-0.933930873
recur14,-0.385716867,-0.419374716,-0.502132159,-0.713520139,-0.321210703,0.043855629,0.716788007,-0.007180741,0.265305691,-1.258705291,-1.689535595,0.340204952,0.006642428,1.857212044,0.124322556,-2.060868631,-0.231666646,-0.517697055,-0.886977763,0.238772933,0.484999333,0.335501891,0.23278645,0.795420473,0.564116613,-0.082256933,-0.715897544,0.055848248,-0.563132613,-0.739058583,-0.129164443,-0.368810072,0.780448991,0.23854546,-0.967794136,-0.427269003,0.89315669,0.517108456,0.508622808,1.055568628,-0.268892653,1.778987148,-0.505387105,0.625783253,1.13927078,0.456251134,-0.427622543,-0.341706946,-0.328708975,0.68784146,0.067151416,0.431815709,0.823706576,0.094965029,0.450300857,-0.996435114,-1.52789666,0.272132612,1.214054915,-0.408055217,-0.730203819,1.162805562,0.67246749,0.892112503,-0.005952384,-0.054792433,1.050800217,0.941581909,-0.065304787,2.478585484
non31,0.114658726,-0.292648383,-0.597106422,1.486696736,-0.597956625,0.157103077,0.053708032,0.309982875,-0.665325041,2.167334199,0.525317791,0.434041499,0.06023995,0.073464251,0.248161894,0.218430378,0.841154795,1.669350689,0.255705303,1.144120352,2.673478115,0.716088516,0.753668813,0.295970402,0.45911346,0.675012178,0.871719183,0.458477951,0.521773456,0.519324814,1.155181127,0.161195787,0.96908832,0.010956646,1.584694018,-0.571925465,-1.223277234,0.041544499,0.098768864,-0.456551482,-0.328326759,-1.401918652,0.273581376,-0.723380267,-0.902082323,-0.642444683,-0.060267877,-0.022468637,-0.574613448,-0.295718941,-0.707757501,0.91343193,-0.904380554,-0.538896324,-1.297481463,-0.912843209,-0.252839491,-0.223834639,0.013889374,0.355049657,-0.03671599,-1.13685013,-0.952006624,-1.188517558,-0.691533144,0.068598381,-1.110525018,-0.958339424,-0.435585391,-0.245440812
recur02,0.374854028,0.480910096,-0.676251596,0.487120353,0.339408625,0.36527858,-0.53226962,0.397708953,0.296326716,-0.369874327,0.23335984,0.636530879,0.610507843,-0.05957771,0.840437015,1.777348866,-0.979390662,-0.869758355,1.106225084,-0.026704872,-0.296335731,1.796954671,0.23278645,0.058857749,0.182286948,-0.2326734,-0.154351627,0.288694337,0.312254552,-0.339738565,-0.691700977,-0.288989944,-0.295904846,-0.03549004,-0.950945988,-0.609256165,-0.440620613,1.16409655,-0.518146659,-0.825790091,-1.028328223,0.028832665,0.443637877,-0.691572875,-0.316276769,-0.407009865,-0.352906333,-0.247238489,-0.238376728,-0.839056783,-0.980410638,1.350037253,-0.568971252,0.781211618,1.088834902,-0.295191518,0.755832458,-0.260768366,-1.238632423,0.651179887,0.464136319,-0.882486361,-0.255287726,-0.151526184,-0.157821528,0.051772348,-0.175897869,-0.504786802,0.140764433,-0.226391677
non19,0.621705989,1.225427167,0.178516338,0.039034438,0.700963838,0.525157355,-0.696754575,1.831693286,1.266438809,-0.377056818,-0.088800648,0.799510136,1.20722689,1.463013726,0.65198584,-0.528630823,1.496767837,0.698514891,0.411525721,-0.019897749,1.266334434,1.987248098,0.821077048,-0.798783778,0.621391068,0.062972759,-0.221972369,0.705876935,0.751383209,-0.132197279,-0.386711305,0.234630334,0.752707913,0.099205375,1.47096926,-0.389938303,-1.060223745,-0.566734967,-1.053945302,0.311230455,-0.750969153,-0.819992273,0.350381103,-0.916875261,-0.370075211,-0.910194083,0.058032784,-0.569734332,-0.971071548,0.513338808,-0.155276172,-0.432392769,-1.440306251,-0.696052031,-1.649493784,-0.299835515,-0.995126384,-0.033889741,-1.391673627,0.081698659,-0.473356458,-0.576211682,-0.952006624,-1.33808355,0.393246542,-0.357660667,-1.720223137,-1.640454087,-0.525740741,-0.493079541
recur15,0.064621163,-0.490658264,-0.364947184,0.188396415,-0.410483575,1.760887023,-0.126197382,-0.236618225,-0.592002646,-0.145422054,0.092414629,-1.141424702,0.031654601,-0.197547156,-1.124839522,-0.620107705,-0.887279677,0.351787801,-1.192126081,-1.170301604,-0.751805971,0.183267134,-0.269711747,0.336330008,-1.617085392,-0.476451823,-0.548315749,-0.550521806,0.343825893,-0.465839641,0.02333041,0.033483521,1.26314369,0.075982028,-1.11521498,-0.338608637,0.302903147,1.600951803,1.742453877,0.188150901,0.054692897,0.374488179,0.24066722,0.010840311,0.965920177,1.499550522,0.537461749,-0.13648233,0.690037905,0.457815237,-0.614481428,0.400308109,-0.178875614,0.68167967,-0.126835703,0.336392119,1.261665033,-1.437371564,1.036849265,0.599926581,-0.081664288,0.233599333,-0.699310615,-1.810047624,1.313139766,1.291289004,-0.460667104,-1.372608065,2.059784018,0.524688533
non35,0.538310056,-0.097278686,1.682274611,0.768610307,-0.490829168,0.668382088,1.056038226,0.255997571,0.572695851,-0.908559746,0.600824157,0.735306186,-0.229186674,1.374319033,0.856590027,-0.261823251,0.965775466,1.882721313,1.768461796,-0.836752537,0.355393991,0.525795165,1.182630637,-0.269064016,-0.309318736,-0.253420504,-0.401314229,-0.928896717,1.055616107,0.275004029,-0.315547041,-1.128697962,-0.184940518,0.340728189,0.965526078,0.524663845,0.668142888,-1.014649847,-0.859691576,0.744939307,-0.282100254,1.179559268,0.383295248,0.138069907,-0.725742947,-0.882495915,-0.969315078,0.058969716,-0.539484144,-1.16823224,-0.478154859,-1.319106627,0.411736426,0.173542877,-0.102276697,-0.699219285,0.10333842,-0.49292327,0.650218755,-0.744049151,-0.364196357,0.648887023,-0.392465541,-0.673345578,0.345516235,-0.206226569,0.419196734,-0.651209349,-0.545059699,0.372295457
recur28,0.121330387,-0.31376946,-0.090577261,-0.276923591,0.004635322,0.25369652,-0.126197382,-0.317596175,0.75600191,-0.542253655,0.12261717,-1.37848544,0.660532197,-1.168260759,-1.404824125,-0.894538388,-0.70305787,-1.57921543,-1.510259435,-1.115844617,-2.336694048,-1.963241784,-0.949922737,-0.284198856,0.721621355,-0.077070158,-0.807038474,0.720429817,-0.824313768,-0.993887816,-0.366378658,0.068604392,-1.155878242,-0.188764133,-0.643468052,0.151356846,1.284484984,0.052604126,0.295157224,0.334674159,0.398089848,1.564593263,2.149688638,0.554216613,1.551725702,3.124512494,0.437840157,-0.810791856,0.00752769,-1.493441687,0.433080627,-0.391882997,0.637773122,-0.753675738,-0.274189711,0.577879994,0.339792714,-0.930851808,-0.48953577,2.240032515,-1.520009395,0.596976071,0.852964614,0.832286113,-0.5656987,1.240810897,0.594439322,1.3451366,-0.107162598,2.682683469
non09,0.168032106,0.715881782,0.326253992,1.584356433,1.406219553,1.64097801,-0.794417517,0.738491094,1.669712082,1.093554491,0.882714588,0.705673644,1.532385264,1.310261741,0.835052696,1.739233537,0.575658582,1.002567877,-0.315636237,-0.884402421,0.688664871,0.708476782,-0.643521396,0.936679077,0.45911346,0.280817314,0.901119522,-0.055723841,0.768603941,0.944915859,0.02333041,0.742286585,1.84570638,0.456844921,-0.230689462,-0.408603699,-0.610196174,-0.633092727,-1.117984913,0.281925784,-1.708518325,0.037583438,-0.615100922,-0.357595313,0.236651968,-1.117930733,-1.803646014,0.199043679,-1.688710986,-0.291752932,-0.04047483,-1.404627347,0.174762455,-0.900354503,0.278387827,0.303884142,0.453530148,-0.376845826,0.235396437,-1.814673835,-0.627464883,-0.404905506,0.210394853,0.077808442,-0.405151306,-0.643703068,-0.489874201,-0.194085375,0.652717664,-0.933930873
